year,week,team,motion_snaps,play_action_pct,,,,,
2019,8,chi,22,0.205,,,,,
2019,8,cin,23,0.175,,,,,
2019,8,clv,20,0.278,,,,,
2019,8,den,40,0.286,,,,,
2019,8,det,23,0.222,,,,,
2019,8,gb,36,0.237,,,,,
2019,8,ten,35,0.167,,,,,
2019,8,hou,19,0.381,,,,,
2019,8,ind,19,0.172,,,,,
2019,8,jax,33,0.222,,,,,
2019,8,kc,48,0.447,,,,,
2019,8,lar,36,0.258,,,,,
2019,8,lv,18,0.167,,,,,
2019,8,mia,21,0.105,,,,,
2019,8,min,26,0.345,,,,,
2019,8,ne,39,0.205,,,,,
2019,8,no,36,0.186,,,,,
2019,8,nyg,22,0.182,,,,,
2019,8,nyj,19,0.184,,,,,
2019,8,phi,30,0.407,,,,,
2019,8,ari,27,0.289,,,,,
2019,8,pit,29,0.263,,,,,
2019,8,lac,27,0.233,,,,,
2019,8,sf,51,0.28,,,,,
2019,8,sea,30,0.182,,,,,
2019,8,tb,33,0.109,,,,,
2019,8,wsh,22,0.32,,,,,
2019,9,bal,58,0.292,,,,,
2019,9,buf,38,0.227,,,,,
2019,9,car,52,0.429,,,,,
2019,9,chi,13,0.167,,,,,
2019,9,clv,23,0.182,,,,,
2019,9,dal,46,0.4,,,,,
2019,9,den,34,0.261,,,,,
2019,9,det,25,0.302,,,,,
2019,9,gb,18,0.079,,,,,
2019,9,ten,31,0.093,,,,,
2019,9,hou,48,0.414,,,,,
2019,9,ind,30,0.25,,,,,
2019,9,jax,17,0.118,,,,,
2019,9,kc,36,0.325,,,,,
2019,9,lv,38,0.25,,,,,
2019,9,mia,25,0.175,,,,,
2019,9,min,30,0.333,,,,,
2019,9,ne,37,0.208,,,,,
2019,9,nyg,25,0.13,,,,,
2019,9,nyj,30,0.19,,,,,
2019,9,phi,34,0.302,,,,,
2019,9,ari,20,0.222,,,,,
2019,9,pit,28,0.194,,,,,
2019,9,lac,40,0.267,,,,,
2019,9,sf,54,0.237,,,,,
2019,9,sea,38,0.261,,,,,
2019,9,tb,47,0.217,,,,,
2019,9,wsh,21,0.308,,,,,
2019,10,atl,34,0.139,,,,,
2019,10,bal,36,0.435,,,,,
2019,10,buf,17,0.286,,,,,
2019,10,car,41,0.304,,,,,
2019,10,chi,16,0.179,,,,,
2019,10,cin,44,0.188,,,,,
2019,10,clv,30,0.35,,,,,
2019,10,dal,40,0.313,,,,,
2019,10,det,24,0.188,,,,,
2019,10,gb,36,0.419,,,,,
2019,10,ten,30,0.304,,,,,
2019,10,ind,40,0.2,,,,,
2019,10,kc,50,0.245,,,,,
2019,10,lar,26,0.13,,,,,
2019,10,lv,28,0.265,,,,,
2019,10,mia,23,0.167,,,,,
2019,10,min,23,0.333,,,,,
2019,10,no,23,0.058,,,,,
2019,10,nyg,19,0.109,,,,,
2019,10,nyj,28,0.219,,,,,
2019,10,ari,23,0.362,,,,,
2019,10,pit,39,0.073,,,,,
2019,10,lac,40,0.167,,,,,
2019,10,sf,58,0.275,,,,,
2019,10,sea,37,0.487,,,,,
2019,10,tb,50,192,,,,,
2019,11,atl,36,0.229,,,,,
2019,11,bal,48,0.444,,,,,
2019,11,buf,21,0.212,,,,,
2019,11,car,32,0.236,,,,,
2019,11,chi,26,0.18,,,,,
2019,11,cin,26,0.222,,,,,
2019,11,clv,39,0.333,,,,,
2019,11,dal,42,0.383,,,,,
2019,11,den,49,0.286,,,,,
2019,11,det,21,0.172,,,,,
2019,11,hou,36,0.324,,,,,
2019,11,ind,38,0.259,,,,,
2019,11,jax,14,0.082,,,,,
2019,11,kc,44,0.242,,,,,
2019,11,lar,29,0.5,,,,,
2019,11,lv,36,0.156,,,,,
2019,11,mia,24,0.058,,,,,
2019,11,min,12,0.125,,,,,
2019,11,ne,41,0.245,,,,,
2019,11,no,31,0.111,,,,,
2019,11,nyj,31,0.303,,,,,
2019,11,phi,38,0.2,,,,,
2019,11,ari,29,0.432,,,,,
2019,11,pit,25,0.104,,,,,
2019,11,lac,42,0.093,,,,,
2019,11,sf,59,0.234,,,,,
2019,11,tb,22,0.057,,,,,
2019,11,wsh,23,0.098,,,,,
2019,12,atl,32,0.18,,,,,
2019,12,bal,59,0.269,,,,,
2019,12,buf,14,0.308,,,,,
2019,12,car,51,0.375,,,,,
2019,12,chi,43,0.326,,,,,
2019,12,cin,30,0.133,,,,,
2019,12,clv,21,0.514,,,,,
2019,12,dal,40,0.242,,,,,
2019,12,den,22,0.276,,,,,
2019,12,det,30,0.128,,,,,
2019,12,gb,37,0.31,,,,,
2019,12,ten,34,0.526,,,,,
2019,12,hou,22,0.097,,,,,
2019,12,ind,25,0.115,,,,,
2019,12,jax,16,0.216,,,,,
2019,12,lar,23,0.179,,,,,
2019,12,lv,17,0.143,,,,,
2019,12,mia,26,0.116,,,,,
2019,12,ne,46,0.077,,,,,
2019,12,no,29,0.122,,,,,
2019,12,nyg,18,0.162,,,,,
2019,12,nyj,25,0.2,,,,,
2019,12,phi,47,0.208,,,,,
2019,12,pit,37,0.167,,,,,
2019,12,sf,36,0.261,,,,,
2019,12,sea,30,0.419,,,,,
2019,12,tb,34,0.25,,,,,
2019,12,wsh,36,0.273,,,,,
2019,13,atl,38,0.153,,,,,
2019,13,bal,49,0.583,,,,,
2019,13,buf,26,0.172,,,,,
2019,13,car,34,0.226,,,,,
2019,13,chi,32,0.385,,,,,
2019,13,cin,29,0.184,,,,,
2019,13,clv,28,0.205,,,,,
2019,13,dal,37,0.17,,,,,
2019,13,den,33,0.214,,,,,
2019,13,det,28,0.2,,,,,
2019,13,gb,28,0.273,,,,,
2019,13,ten,34,0.393,,,,,
2019,13,hou,25,0.138,,,,,
2019,13,ind,29,0.279,,,,,
2019,13,jax,20,0.109,,,,,
2019,13,kc,35,0.4,,,,,
2019,13,lar,43,0.391,,,,,
2019,13,lv,29,0.188,,,,,
2019,13,mia,34,0.093,,,,,
2019,13,min,21,0.132,,,,,
2019,13,ne,47,0.22,,,,,
2019,13,no,23,0.258,,,,,
2019,13,nyg,23,0.216,,,,,
2019,13,nyj,15,0.192,,,,,
2019,13,phi,24,0.354,,,,,
2019,13,ari,13,0.225,,,,,
2019,13,pit,29,0.136,,,,,
2019,13,lac,44,0.344,,,,,
2019,13,sf,42,0.217,,,,,
2019,13,sea,34,0.303,,,,,
2019,13,tb,38,0.216,,,,,
2019,13,wsh,33,0.3,,,,,
2019,14,atl,34,0.314,,,,,
2019,14,bal,52,0.269,,,,,
2019,14,buf,17,0.111,,,,,
2019,14,car,36,0.348,,,,,
2019,14,chi,36,0.182,,,,,
2019,14,cin,33,0.268,,,,,
2019,14,clv,30,0.4,,,,,
2019,14,dal,33,0.078,,,,,
2019,14,den,31,0.286,,,,,
2019,14,det,17,0.156,,,,,
2019,14,gb,34,0.344,,,,,
2019,14,ten,35,0.519,,,,,
2019,14,hou,22,0.208,,,,,
2019,14,ind,30,0.189,,,,,
2019,14,jax,17,0.075,,,,,
2019,14,kc,48,0.195,,,,,
2019,14,lar,44,0.375,,,,,
2019,14,lv,24,0.222,,,,,
2019,14,mia,24,0.205,,,,,
2019,14,min,24,0.516,,,,,
2019,14,ne,38,0.275,,,,,
2019,14,no,34,0.171,,,,,
2019,14,nyg,21,0.156,,,,,
2019,14,nyj,16,0.243,,,,,
2019,14,phi,41,0.321,,,,,
2019,14,ari,19,0.229,,,,,
2019,14,pit,31,0.182,,,,,
2019,14,lac,39,0.286,,,,,
2019,14,sf,53,0.385,,,,,
2019,14,sea,24,0.244,,,,,
2019,14,tb,42,0.12,,,,,
2019,14,wsh,36,0.097,,,,,
2019,15,atl,40,0.171,,,,,
2019,15,bal,44,0.4,,,,,
2019,15,buf,21,0.346,,,,,
2019,15,car,41,0.395,,,,,
2019,15,chi,39,0.179,,,,,
2019,15,cin,28,0.29,,,,,
2019,15,clv,31,0.068,,,,,
2019,15,dal,48,0.348,,,,,
2019,15,den,29,0.238,,,,,
2019,15,det,37,0.156,,,,,
2019,15,gb,24,0.235,,,,,
2019,15,ten,33,0.128,,,,,
2019,15,hou,45,0.357,,,,,
2019,15,ind,26,0.257,,,,,
2019,15,jax,16,0.194,,,,,
2019,15,kc,32,0.108,,,,,
2019,15,lar,33,0.222,,,,,
2019,15,lv,38,0.2,,,,,
2019,15,mia,26,0.227,,,,,
2019,15,min,38,0.28,,,,,
2019,15,ne,39,0.355,,,,,
2019,15,no,32,0.167,,,,,
2019,15,nyg,32,0.367,,,,,
2019,15,nyj,18,0.303,,,,,
2019,15,phi,44,0.467,,,,,
2019,15,ari,34,0.2,,,,,
2019,15,pit,36,0.119,,,,,
2019,15,lac,35,0.167,,,,,
2019,15,sf,52,0.429,,,,,
2019,15,sea,37,0.483,,,,,
2019,15,tb,36,0.182,,,,,
2019,15,wsh,26,0.207,,,,,
2019,16,atl,36,0.261,,,,,
2019,16,bal,46,0.258,,,,,
2019,16,buf,23,0.233,,,,,
2019,16,car,38,0.22,,,,,
2019,16,chi,27,0.162,,,,,
2019,16,cin,33,0.117,,,,,
2019,16,clv,36,0.235,,,,,
2019,16,dal,25,0.13,,,,,
2019,16,den,32,0.294,,,,,
2019,16,det,17,0.071,,,,,
2019,16,gb,31,0.326,,,,,
2019,16,ten,35,0.344,,,,,
2019,16,hou,22,0.162,,,,,
2019,16,ind,16,0.3,,,,,
2019,16,jax,23,0.086,,,,,
2019,16,kc,34,0.176,,,,,
2019,16,lar,40,0.609,,,,,
2019,16,lv,27,0.273,,,,,
2019,16,mia,53,0.278,,,,,
2019,16,min,25,0.135,,,,,
2019,16,ne,50,0.303,,,,,
2019,16,no,23,0.209,,,,,
2019,16,nyg,41,0.116,,,,,
2019,16,nyj,26,0.107,,,,,
2019,16,phi,35,0.317,,,,,
2019,16,ari,28,0.207,,,,,
2019,16,pit,29,0.049,,,,,
2019,16,lac,31,0.175,,,,,
2019,16,sf,45,0.333,,,,,
2019,16,sea,21,0.25,,,,,
2019,16,tb,39,0.196,,,,,
2019,16,wsh,45,0.244,,,,,
2019,17,atl,51,0.158,,,,,
2019,17,bal,55,0.25,,,,,
2019,17,buf,33,0.293,,,,,
2019,17,car,39,0.235,,,,,
2019,17,chi,32,0.195,,,,,
2019,17,cin,40,0.31,,,,,
2019,17,clv,19,0.273,,,,,
2019,17,dal,46,0.333,,,,,
2019,17,den,36,0.233,,,,,
2019,17,det,37,0.29,,,,,
2019,17,gb,41,0.268,,,,,
2019,17,ten,38,0.429,,,,,
2019,17,hou,30,0.275,,,,,
2019,17,ind,28,0.25,,,,,
2019,17,jax,19,0.167,,,,,
2019,17,kc,29,0.36,,,,,
2019,17,lar,42,0.457,,,,,
2019,17,lv,27,0.104,,,,,
2019,17,mia,43,0.13,,,,,
2019,17,min,29,0.19,,,,,
2019,17,ne,34,0.133,,,,,
2019,17,no,28,0.375,,,,,
2019,17,nyg,27,0.216,,,,,
2019,17,nyj,22,0.237,,,,,
2019,17,phi,34,0.415,,,,,
2019,17,ari,17,0.318,,,,,
2019,17,pit,24,0.074,,,,,
2019,17,lac,44,0.122,,,,,
2019,17,sf,39,0.458,,,,,
2019,17,sea,29,0.146,,,,,
2019,17,tb,29,0.16,,,,,
2019,17,wsh,32,0.282,,,,,
2020,1,atl,37,0.161,,,,,
2020,1,bal,43,0.464,,,,,
2020,1,buf,55,0.367,,,,,
2020,1,car,36,0.229,,,,,
2020,1,chi,41,0.324,,,,,
2020,1,cin,27,0.154,,,,,
2020,1,clv,38,0.195,,,,,
2020,1,dal,28,0.238,,,,,
2020,1,den,23,0.303,,,,,
2020,1,det,47,0.256,,,,,
2020,1,gb,51,0.273,,,,,
2020,1,ten,35,0.318,,,,,
2020,1,hou,18,0.167,,,,,
2020,1,ind,27,0.255,,,,,
2020,1,jax,26,0.375,,,,,
2020,1,kc,47,0.333,,,,,
2020,1,lar,43,0.375,,,,,
2020,1,lv,35,0.267,,,,,
2020,1,mia,28,0.161,,,,,
2020,1,min,21,0.074,,,,,
2020,1,ne,43,0.476,,,,,
2020,1,no,37,0.156,,,,,
2020,1,nyg,16,0.205,,,,,
2020,1,nyj,26,0.132,,,,,
2020,1,phi,26,0.3,,,,,
2020,1,ari,36,0.214,,,,,
2020,1,pit,42,0.118,,,,,
2020,1,lac,46,0.375,,,,,
2020,1,sf,45,0.306,,,,,
2020,1,sea,43,0.263,,,,,
2020,1,tb,36,0.179,,,,,
2020,1,wsh,49,0.412,,,,,
2020,2,atl,39,0.342,,,,,
2020,2,bal,53,0.393,,,,,
2020,2,buf,36,0.194,,,,,
2020,2,car,50,0.149,,,,,
2020,2,chi,41,0.438,,,,,
2020,2,cin,30,0.172,,,,,
2020,2,clv,39,0.435,,,,,
2020,2,dal,49,0.26,,,,,
2020,2,den,25,0.196,,,,,
2020,2,det,25,0.108,,,,,
2020,2,gb,40,0.129,,,,,
2020,2,ten,36,0.36,,,,,
2020,2,hou,29,0.2,,,,,
2020,2,ind,38,0.222,,,,,
2020,2,jax,32,0.277,,,,,
2020,2,kc,24,0.188,,,,,
2020,2,lar,40,0.536,,,,,
2020,2,lv,50,0.146,,,,,
2020,2,mia,51,0.08,,,,,
2020,2,min,18,0.241,,,,,
2020,2,ne,31,0.4,,,,,
2020,2,no,22,0.079,,,,,
2020,2,nyg,24,0.182,,,,,
2020,2,nyj,22,0.212,,,,,
2020,2,phi,29,0.256,,,,,
2020,2,ari,25,0.22,,,,,
2020,2,pit,32,0.143,,,,,
2020,2,lac,44,0.343,,,,,
2020,2,sf,46,0.2,,,,,
2020,2,sea,44,0.167,,,,,
2020,2,tb,33,0.171,,,,,
2020,2,wsh,36,0.081,,,,,
2020,3,atl,38,0.25,,,,,
2020,3,bal,35,0.25,,,,,
2020,3,buf,36,0.378,,,,,
2020,3,car,32,0.233,,,,,
2020,3,chi,28,0.245,,,,,
2020,3,cin,32,0.365,,,,,
2020,3,clv,46,0.32,,,,,
2020,3,dal,48,0.254,,,,,
2020,3,den,16,0.111,,,,,
2020,3,det,33,0.229,,,,,
2020,3,gb,40,0.515,,,,,
2020,3,ten,49,0.385,,,,,
2020,3,hou,20,0.063,,,,,
2020,3,ind,33,0.2,,,,,
2020,3,jax,19,0.13,,,,,
2020,3,kc,52,0.143,,,,,
2020,3,lar,48,0.529,,,,,
2020,3,lv,27,0.176,,,,,
2020,3,mia,32,0.286,,,,,
2020,3,min,29,0.207,,,,,
2020,3,ne,40,0.467,,,,,
2020,3,no,23,0.053,,,,,
2020,3,nyg,21,0.118,,,,,
2020,3,nyj,23,0.419,,,,,
2020,3,phi,46,0.26,,,,,
2020,3,ari,26,0.361,,,,,
2020,3,pit,45,0.289,,,,,
2020,3,lac,30,0.176,,,,,
2020,3,sf,61,0.474,,,,,
2020,3,sea,37,0.273,,,,,
2020,3,tb,36,0.125,,,,,
2020,3,wsh,37,0.325,,,,,
2020,4,atl,37,0.349,,,,,
2020,4,bal,47,0.375,,,,,
2020,4,buf,35,0.457,,,,,
2020,4,car,49,0.432,,,,,
2020,4,chi,20,0.233,,,,,
2020,4,cin,47,0.324,,,,,
2020,4,clv,49,0.333,,,,,
2020,4,dal,40,0.279,,,,,
2020,4,den,32,0.161,,,,,
2020,4,det,27,0.265,,,,,
2020,4,gb,32,0.176,,,,,
2020,4,hou,25,0.25,,,,,
2020,4,ind,37,0.1,,,,,
2020,4,jax,20,0.116,,,,,
2020,4,kc,39,0.133,,,,,
2020,4,lar,34,0.441,,,,,
2020,4,lv,40,0.217,,,,,
2020,4,mia,27,0.109,,,,,
2020,4,min,33,0.52,,,,,
2020,4,ne,40,0.282,,,,,
2020,4,no,41,0.296,,,,,
2020,4,nyg,29,0.244,,,,,
2020,4,nyj,6,0.1,,,,,
2020,4,phi,36,0.419,,,,,
2020,4,ari,20,0.25,,,,,
2020,4,lac,25,0.481,,,,,
2020,4,sf,50,0.32,,,,,
2020,4,sea,37,0.333,,,,,
2020,4,tb,41,0.196,,,,,
2020,4,wsh,45,0.292,,,,,
2020,5,atl,32,0.231,,,,,
2020,5,bal,41,0.211,,,,,
2020,5,buf,32,0.319,,,,,
2020,5,car,37,0.25,,,,,
2020,5,chi,26,0.267,,,,,
2020,5,cin,38,0.162,,,,,
2020,5,clv,47,0.359,,,,,
2020,5,dal,40,0.343,,,,,
2020,5,ten,40,0.357,,,,,
2020,5,hou,26,0.278,,,,,
2020,5,ind,22,0.206,,,,,
2020,5,jax,25,0.226,,,,,
2020,5,kc,40,0.174,,,,,
2020,5,lar,44,0.452,,,,,
2020,5,lv,47,0.406,,,,,
2020,5,mia,29,0.1,,,,,
2020,5,min,36,0.167,,,,,
2020,5,no,45,0.22,,,,,
2020,5,nyg,41,0.343,,,,,
2020,5,nyj,22,0.194,,,,,
2020,5,phi,24,0.171,,,,,
2020,5,ari,28,0.395,,,,,
2020,5,pit,35,0.114,,,,,
2020,5,lac,32,0.216,,,,,
2020,5,sf,45,0.275,,,,,
2020,5,sea,23,0.111,,,,,
2020,5,tb,30,0.182,,,,,
2020,5,wsh,26,0.211,,,,,
2020,6,atl,43,0.214,,,,,
2020,6,bal,55,0.4,,,,,
2020,6,buf,26,0.296,,,,,
2020,6,car,30,0.121,,,,,
2020,6,chi,25,0.256,,,,,
2020,6,cin,39,0.244,,,,,
2020,6,clv,34,0.25,,,,,
2020,6,dal,42,0.07,,,,,
2020,6,den,40,0.231,,,,,
2020,6,det,30,0.29,,,,,
2020,6,gb,37,0.325,,,,,
2020,6,ten,45,0.372,,,,,
2020,6,hou,31,0.25,,,,,
2020,6,ind,28,0.244,,,,,
2020,6,jax,24,0.156,,,,,
2020,6,kc,50,0.296,,,,,
2020,6,lar,39,0.237,,,,,
2020,6,mia,24,0.258,,,,,
2020,6,min,24,0.243,,,,,
2020,6,ne,25,0.29,,,,,
2020,6,nyg,33,0.5,,,,,
2020,6,nyj,41,0.128,,,,,
2020,6,phi,34,0.196,,,,,
2020,6,ari,30,0.36,,,,,
2020,6,pit,26,0.16,,,,,
2020,6,sf,54,0.303,,,,,
2020,6,tb,35,0.321,,,,,
2020,6,wsh,40,0.4,,,,,
2020,7,atl,38,0.205,,,,,
2020,7,buf,28,0.044,,,,,
2020,7,car,26,0.241,,,,,
2020,7,chi,22,0.159,,,,,
2020,7,cin,30,0.25,,,,,
2020,7,clv,32,0.241,,,,,
2020,7,dal,33,0.214,,,,,
2020,7,den,26,0.233,,,,,
2020,7,det,27,0.132,,,,,
2020,7,gb,37,0.235,,,,,
2020,7,ten,32,0.212,,,,,
2020,7,hou,29,0.143,,,,,
2020,7,jax,20,0.25,,,,,
2020,7,kc,31,0.345,,,,,
2020,7,lar,39,0.353,,,,,
2020,7,lv,38,0.231,,,,,
2020,7,ne,14,0.259,,,,,
2020,7,no,23,0.237,,,,,
2020,7,nyg,25,0.273,,,,,
2020,7,nyj,31,0.207,,,,,
2020,7,phi,26,0.261,,,,,
2020,7,ari,20,0.188,,,,,
2020,7,pit,43,0.041,,,,,
2020,7,lac,29,0.356,,,,,
2020,7,sf,50,0.654,,,,,
2020,7,sea,52,0.288,,,,,
2020,7,tb,34,0.222,,,,,
2020,7,wsh,48,0.481,,,,,
2020,8,atl,43,0.375,,,,,
2020,8,bal,60,0.188,,,,,
2020,8,buf,29,0.316,,,,,
2020,8,car,24,0.033,,,,,
2020,8,chi,26,0.326,,,,,
2020,8,cin,39,0.108,,,,,
2020,8,clv,27,0.32,,,,,
2020,8,dal,34,0.205,,,,,
2020,8,den,27,0.163,,,,,
2020,8,det,23,0.191,,,,,
2020,8,gb,35,0.357,,,,,
2020,8,ten,33,0.323,,,,,
2020,8,ind,39,0.389,,,,,
2020,8,kc,47,0.319,,,,,
2020,8,lar,53,0.19,,,,,
2020,8,lv,47,0.308,,,,,
2020,8,mia,33,0.217,,,,,
2020,8,min,31,0.333,,,,,
2020,8,ne,36,0.593,,,,,
2020,8,no,28,0.143,,,,,
2020,8,nyg,33,0.311,,,,,
2020,8,nyj,30,0.129,,,,,
2020,8,phi,39,0.375,,,,,
2020,8,pit,28,0,,,,,
2020,8,lac,30,0.217,,,,,
2020,8,sf,48,0.159,,,,,
2020,8,sea,37,0.359,,,,,
2020,8,tb,37,0.262,,,,,
2020,9,atl,25,0.351,,,,,
2020,9,bal,49,0.56,,,,,
2020,9,buf,22,0.222,,,,,
2020,9,car,44,0.173,,,,,
2020,9,chi,31,0.164,,,,,
2020,9,dal,39,0.075,,,,,
2020,9,den,31,0.122,,,,,
2020,9,det,31,0.298,,,,,
2020,9,gb,44,0.188,,,,,
2020,9,ten,41,0.333,,,,,
2020,9,hou,29,0.235,,,,,
2020,9,ind,22,0.182,,,,,
2020,9,jax,22,0.15,,,,,
2020,9,kc,44,0.362,,,,,
2020,9,lv,39,0.25,,,,,
2020,9,mia,27,0.323,,,,,
2020,9,min,29,0.524,,,,,
2020,9,ne,42,0.229,,,,,
2020,9,no,43,0.25,,,,,
2020,9,nyg,28,0.256,,,,,
2020,9,nyj,26,0.346,,,,,
2020,9,ari,20,0.444,,,,,
2020,9,pit,26,0.022,,,,,
2020,9,lac,30,0.25,,,,,
2020,9,sf,44,0.278,,,,,
2020,9,sea,33,0.196,,,,,
2020,9,tb,18,0.073,,,,,
2020,9,wsh,25,0.22,,,,,
2020,10,bal,45,0.25,,,,,
2020,10,buf,32,0.26,,,,,
2020,10,car,28,0.194,,,,,
2020,10,chi,15,0.152,,,,,
2020,10,cin,20,0.114,,,,,
2020,10,clv,33,0.238,,,,,
2020,10,den,28,0.163,,,,,
2020,10,det,33,0.294,,,,,
2020,10,gb,35,0.171,,,,,
2020,10,ten,44,0.393,,,,,
2020,10,hou,29,0.281,,,,,
2020,10,ind,27,0.1,,,,,
2020,10,jax,33,0.237,,,,,
2020,10,lar,39,0.475,,,,,
2020,10,lv,45,0.24,,,,,
2020,10,mia,26,0.52,,,,,
2020,10,min,31,0.216,,,,,
2020,10,ne,42,0.316,,,,,
2020,10,no,32,0.192,,,,,
2020,10,nyg,35,0.29,,,,,
2020,10,phi,25,0.225,,,,,
2020,10,ari,18,0.314,,,,,
2020,10,pit,33,0.109,,,,,
2020,10,lac,28,0.206,,,,,
2020,10,sf,49,0.122,,,,,
2020,10,sea,34,0.163,,,,,
2020,10,tb,49,0.2,,,,,
2020,10,wsh,40,0.193,,,,,
2020,11,atl,26,0.222,,,,,
2020,11,bal,41,0.267,,,,,
2020,11,car,52,0.222,,,,,
2020,11,cin,23,0.25,,,,,
2020,11,clv,47,0.4,,,,,
2020,11,dal,47,0.242,,,,,
2020,11,den,34,0.367,,,,,
2020,11,det,29,0.184,,,,,
2020,11,gb,27,0.205,,,,,
2020,11,ten,58,0.353,,,,,
2020,11,hou,32,0.243,,,,,
2020,11,ind,37,0.216,,,,,
2020,11,jax,19,0.154,,,,,
2020,11,kc,40,0.304,,,,,
2020,11,lar,38,0.235,,,,,
2020,11,lv,45,0.323,,,,,
2020,11,mia,22,0.091,,,,,
2020,11,min,32,0.375,,,,,
2020,11,ne,39,0.214,,,,,
2020,11,no,41,0.385,,,,,
2020,11,nyj,30,0.29,,,,,
2020,11,phi,29,0.225,,,,,
2020,11,ari,16,0.356,,,,,
2020,11,pit,37,0.109,,,,,
2020,11,lac,23,0.173,,,,,
2020,11,sea,33,0.355,,,,,
2020,11,tb,30,0.163,,,,,
2020,11,wsh,38,0.333,,,,,
2020,12,atl,32,0.25,,,,,
2020,12,bal,31,0.143,,,,,
2020,12,buf,22,0.571,,,,,
2020,12,car,52,0.333,,,,,
2020,12,chi,14,0.204,,,,,
2020,12,cin,10,0.226,,,,,
2020,12,clv,37,0.516,,,,,
2020,12,dal,18,0.154,,,,,
2020,12,den,1,0.4,,,,,
2020,12,det,39,0.213,,,,,
2020,12,gb,43,0.379,,,,,
2020,12,ten,47,0.522,,,,,
2020,12,hou,28,0.37,,,,,
2020,12,ind,25,0.174,,,,,
2020,12,jax,23,0.171,,,,,
2020,12,kc,52,0.346,,,,,
2020,12,lar,34,0.121,,,,,
2020,12,lv,29,0.227,,,,,
2020,12,mia,35,0.186,,,,,
2020,12,min,22,0.213,,,,,
2020,12,ne,25,0.238,,,,,
2020,12,no,28,0.316,,,,,
2020,12,nyg,33,0.211,,,,,
2020,12,nyj,22,0.267,,,,,
2020,12,phi,28,0.365,,,,,
2020,12,ari,34,0.222,,,,,
2020,12,pit,33,0.039,,,,,
2020,12,lac,35,0.2,,,,,
2020,12,sf,58,0.189,,,,,
2020,12,sea,38,0.333,,,,,
2020,12,tb,27,0.119,,,,,
2020,12,wsh,47,0.433,,,,,
2020,13,atl,30,0.167,,,,,
2020,13,bal,45,0.471,,,,,
2020,13,buf,32,0.341,,,,,
2020,13,chi,32,0.306,,,,,
2020,13,cin,21,0.333,,,,,
2020,13,clv,45,0.324,,,,,
2020,13,dal,39,0.143,,,,,
2020,13,den,38,0.357,,,,,
2020,13,det,22,0.182,,,,,
2020,13,gb,39,0.389,,,,,
2020,13,ten,23,0.292,,,,,
2020,13,hou,23,0.14,,,,,
2020,13,ind,36,0.289,,,,,
2020,13,jax,36,0.227,,,,,
2020,13,kc,48,0.415,,,,,
2020,13,lar,39,0.354,,,,,
2020,13,lv,49,0.061,,,,,
2020,13,mia,48,0.282,,,,,
2020,13,min,38,0.277,,,,,
2020,13,ne,36,0.391,,,,,
2020,13,no,33,0.205,,,,,
2020,13,nyg,16,0.375,,,,,
2020,13,nyj,40,0.269,,,,,
2020,13,phi,27,0.294,,,,,
2020,13,ari,18,0.073,,,,,
2020,13,pit,30,0.019,,,,,
2020,13,lac,26,0.071,,,,,
2020,13,sf,42,0.308,,,,,
2020,13,sea,28,0.229,,,,,
2020,13,wsh,35,0.122,,,,,
2020,14,atl,33,0.229,,,,,
2020,14,bal,41,0.32,,,,,
2020,14,buf,26,0.227,,,,,
2020,14,car,46,0.159,,,,,
2020,14,chi,29,0.417,,,,,
2020,14,cin,34,0.275,,,,,
2020,14,clv,36,0.333,,,,,
2020,14,dal,37,0.32,,,,,
2020,14,den,31,0.429,,,,,
2020,14,det,29,0.25,,,,,
2020,14,gb,31,0.364,,,,,
2020,14,ten,39,0.4,,,,,
2020,14,hou,26,0.189,,,,,
2020,14,ind,28,0.25,,,,,
2020,14,jax,19,0.13,,,,,
2020,14,kc,42,0.297,,,,,
2020,14,lar,31,0.385,,,,,
2020,14,lv,40,0.239,,,,,
2020,14,mia,33,0.302,,,,,
2020,14,min,41,0.326,,,,,
2020,14,ne,20,0.207,,,,,
2020,14,no,26,0.186,,,,,
2020,14,nyg,27,0.219,,,,,
2020,14,nyj,29,0.241,,,,,
2020,14,phi,33,0.233,,,,,
2020,14,ari,28,0.444,,,,,
2020,14,pit,25,0.079,,,,,
2020,14,lac,33,0.289,,,,,
2020,14,sf,61,0.265,,,,,
2020,14,sea,39,0.212,,,,,
2020,14,tb,30,0.261,,,,,
2020,14,wsh,32,0.294,,,,,
2020,15,atl,35,0.308,,,,,
2020,15,bal,41,0.37,,,,,
2020,15,buf,32,0.39,,,,,
2020,15,car,32,0.184,,,,,
2020,15,chi,34,0.636,,,,,
2020,15,cin,24,0.067,,,,,
2020,15,clv,41,0.394,,,,,
2020,15,dal,38,0.167,,,,,
2020,15,den,28,0.257,,,,,
2020,15,det,36,0.316,,,,,
2020,15,gb,33,0.265,,,,,
2020,15,ten,35,0.393,,,,,
2020,15,hou,29,0.239,,,,,
2020,15,ind,32,0.167,,,,,
2020,15,jax,29,0.206,,,,,
2020,15,kc,56,0.373,,,,,
2020,15,lar,33,0.378,,,,,
2020,15,lv,52,0.235,,,,,
2020,15,mia,45,0.393,,,,,
2020,15,min,24,0.211,,,,,
2020,15,ne,20,0.367,,,,,
2020,15,no,20,0.057,,,,,
2020,15,nyg,24,0.242,,,,,
2020,15,nyj,25,0.182,,,,,
2020,15,phi,38,0.26,,,,,
